60147 has 2 list pages and 143 parts, total nr parts is 144, nItems 82
614101; 1
6054551; 4
623101; 2
4538353; 1
4161326; 1
4160857; 1
300401; 2
241201; 4
302301; 2
6023804; 2
6034044; 4
4598527; 2
306801; 2
302101; 2
243101; 1
4143000; 2
6135186; 3
4142125; 2
663601; 2
379501; 1
4646574; 1
303401; 1
6056297; 1
9566; 1
366623; 1
6112623; 1
4651443; 1
4648281; 2
4527354; 1
4140587; 2
302224; 1
407924; 1
6153138; 1
6174817; 1
4278359; 3
306926; 1
4556158; 2
368026; 2
604126; 2
302126; 2
6176403; 1
3005741; 3
4650500; 3
3005748; 2
4623481; 2
6069068; 1
4267425; 1
4524098; 1
6102964; 1
4541506; 7
6092597; 1
4585479; 1
4539076; 2
6171890; 2
4539060; 2
6117418; 2
4618986; 1
6037670; 2
6093515; 1
4594238; 2
6028324; 1
4540203; 2
4211383; 2
6123809; 1
4654580; 2
4211632; 4
4244627; 2
4211387; 1
4211529; 2
4211100; 2
6107827; 1
6044722; 1
6173264; 1
4211570; 2
4211395; 2
6171888; 2
6015890; 1
6000606; 1
4211065; 2
4611885; 1
6096956; 1
6164381; 2


