71704 has 2 list pages and 509 parts, total nr parts is 513, nItems 178
6210076; 2
302301; 13
416201; 2
303401; 1
6195105; 1
6306691; 1
307021; 2
4504379; 2
6177505; 3
6141552; 3
6141553; 3
6177507; 3
4161329; 2
4160866; 2
4651524; 2
6290490; 1
6305047; 1
4597713; 6
4540382; 6
306921; 5
6029946; 2
6089698; 14
6054536; 1
6054538; 1
306821; 2
368021; 4
6105976; 1
366021; 2
6217194; 6
6247388; 4
6256585; 1
362221; 2
428621; 2
6168619; 4
6258208; 2
6258212; 2
6023770; 1
6189130; 1
6256588; 1
4500462; 1
243121; 4
6045937; 4
301021; 2
245021; 8
4597912; 2
6208752; 2
6308038; 2
6275399; 1
6054539; 2
303421; 1
6208565; 2
383221; 1
4206482; 4
6191962; 1
6190411; 1
4501232; 1
4535740; 1
6287394; 2
6121485; 2
6066102; 1
6181720; 3
6276867; 2
6141554; 1
6141556; 1
4180536; 2
6181713; 3
4180508; 2
6287392; 2
4548180; 11
4653822; 1
403226; 5
6070695; 2
9339; 2
4541191; 2
6047276; 4
6313116; 4
6114987; 2
306926; 2
6156991; 1
6016172; 5
6214807; 2
4535739; 4
4209003; 1
4209013; 1
6213633; 2
6013867; 1
366026; 1
300326; 1
242026; 12
6321745; 4
4515368; 6
4142822; 1
4558170; 2
371026; 16
6326681; 1
6258209; 1
6258214; 1
6116604; 2
374726; 1
243126; 2
265326; 2
6039869; 2
4515350; 2
4227684; 2
6280168; 2
302026; 1
4560182; 2
4188534; 4
6256116; 3
6054852; 8
663626; 2
379526; 3
4129572; 1
4180469; 1
383226; 2
6285766; 1
6289376; 1
4544720; 2
6245252; 1
6287550; 2
6245270; 1
6276849; 4
6208727; 1
6249116; 1
6296380; 3
6238874; 4
4211189; 5
6284071; 3
6271165; 6
6248078; 4
4540203; 4
4211807; 1
6117967; 3
6273724; 4
4211397; 14
4211410; 1
6267142; 2
6321747; 2
6258903; 1
6254293; 1
6166069; 1
6100030; 2
6221607; 13
6101924; 1
4211095; 4
6295458; 2
4210762; 6
6215212; 1
6092572; 1
4210660; 1
6015356; 2
4521187; 5
4211068; 2
4211133; 2
4213607; 4
6039176; 2
4211065; 6
4243831; 2
4567509; 2
4613192; 2
6166863; 2
6287400; 2
4523159; 22
4523160; 2
4490599; 5
6270131; 2
6116593; 4
6158415; 1
6092115; 4
4142135; 2
6159763; 2
6299413; 2
6279875; 4
6324200; 3
6329374; 1
6329404; 1
6194388; 1
6292957; 1


